anchor_id,object_id,step_length,reference_step_length,projected_x,projected_y,projected_tile,object_centroid_projected_x,object_centroid_projected_y,radial_dist_from_object_centroid,radial_angle_from_object_centroid,nearest_anchor_kind,nearest_corner_dist,nearest_edge_dist,sample_phase,neighborhood_center_x,neighborhood_center_y,neighborhood_radius,neighborhood_direction,radial_offset_x,radial_offset_y,hit,collider_id,domain_id,boundary_events,portal_events,hit_distance,path_length,normal_x,normal_y,normal_z,decision_risk,matched_reference_decision,required_precision_label
geometry:25836914057:edge_midpoint:6,geometry:25836914057,0.02,0.003125,160,24,2,160,90,66,-1.570796,EdgeMidpoint,-1,0,anchor_probe,160,24,0,center,0,0,0,0,-1,0,0,-1,40.98006,0,1,0,5.400038,0,0.003125
geometry:25836914057:edge_midpoint:6,geometry:25836914057,0.0125,0.003125,160,24,2,160,90,66,-1.570796,EdgeMidpoint,-1,0,anchor_probe,160,24,0,center,0,0,0,0,-1,0,0,-1,25.61239,0,1,0,3,0,0.003125
geometry:25836914057:edge_midpoint:6,geometry:25836914057,0.003125,0.003125,160,24,2,160,90,66,-1.570796,EdgeMidpoint,-1,0,anchor_probe,160,24,0,center,0,0,0,0,-1,0,0,-1,6.403096,0,1,0,0,1,0.003125
geometry:25836914057:edge_midpoint:6,geometry:25836914057,0.02,0.003125,162,24,2,160,90,66.0303,-1.540503,EdgeMidpoint,-1,2,anchor_probe,160,24,2,cardinal_east,2,0,0,0,-1,0,0,-1,40.98001,0,1,0,5.399966,0,0.003125
geometry:25836914057:edge_midpoint:6,geometry:25836914057,0.0125,0.003125,162,24,2,160,90,66.0303,-1.540503,EdgeMidpoint,-1,2,anchor_probe,160,24,2,cardinal_east,2,0,0,0,-1,0,0,-1,25.61264,0,1,0,3,0,0.003125
geometry:25836914057:edge_midpoint:6,geometry:25836914057,0.003125,0.003125,162,24,2,160,90,66.0303,-1.540503,EdgeMidpoint,-1,2,anchor_probe,160,24,2,cardinal_east,2,0,0,0,-1,0,0,-1,6.403161,0,1,0,0,1,0.003125
geometry:25836914057:edge_midpoint:6,geometry:25836914057,0.02,0.003125,158,24,2,160,90,66.0303,-1.60109,EdgeMidpoint,-1,2,anchor_probe,160,24,2,cardinal_west,-2,0,0,0,-1,0,0,-1,40.97984,0,1,0,5.399985,0,0.003125
geometry:25836914057:edge_midpoint:6,geometry:25836914057,0.0125,0.003125,158,24,2,160,90,66.0303,-1.60109,EdgeMidpoint,-1,2,anchor_probe,160,24,2,cardinal_west,-2,0,0,0,-1,0,0,-1,25.61246,0,1,0,3,0,0.003125
geometry:25836914057:edge_midpoint:6,geometry:25836914057,0.003125,0.003125,158,24,2,160,90,66.0303,-1.60109,EdgeMidpoint,-1,2,anchor_probe,160,24,2,cardinal_west,-2,0,0,0,-1,0,0,-1,6.403115,0,1,0,0,1,0.003125
geometry:25836914057:edge_midpoint:6,geometry:25836914057,0.02,0.003125,160,26,2,160,90,64,-1.570796,EdgeMidpoint,-1,2,anchor_probe,160,24,2,cardinal_south,0,2,1,25836914057,-1,0,0,8.279011,8.280004,0,0,1,2.293114,0,0.003125
