anchor_id,object_id,step_length,reference_step_length,projected_x,projected_y,projected_tile,object_centroid_projected_x,object_centroid_projected_y,radial_dist_from_object_centroid,radial_angle_from_object_centroid,nearest_anchor_kind,nearest_corner_dist,nearest_edge_dist,sample_phase,neighborhood_center_x,neighborhood_center_y,neighborhood_radius,neighborhood_direction,radial_offset_x,radial_offset_y,hit,collider_id,domain_id,boundary_events,portal_events,hit_distance,path_length,normal_x,normal_y,normal_z,decision_risk,matched_reference_decision,required_precision_label
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,480,270,7,480,270,0,0,Centroid,-1,195,anchor_probe,480,270,0,center,0,0,1,25887245710,-1,0,0,7.989451,7.995027,-0.139173,0,0.990268,2.248625,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,480,270,7,480,270,0,0,Centroid,-1,195,anchor_probe,480,270,0,center,0,0,1,25887245710,-1,0,0,7.989427,8.000023,-0.139173,0,0.990268,2.249405,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,480,270,7,480,270,0,0,Centroid,-1,195,anchor_probe,480,270,0,center,0,0,1,25887245710,-1,0,0,7.989463,7.993702,-0.139173,0,0.990268,2.248418,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,480,270,7,480,270,0,0,Centroid,-1,195,anchor_probe,480,270,0,center,0,0,0,0,-1,0,0,-1,6.403065,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,481,270,7,480,270,1,0,Centroid,-1,195.0026,anchor_probe,480,270,1,cardinal_east,1,0,1,25887245710,-1,0,0,7.988646,7.99503,-0.139173,0,0.990268,2.248625,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,481,270,7,480,270,1,0,Centroid,-1,195.0026,anchor_probe,480,270,1,cardinal_east,1,0,1,25887245710,-1,0,0,7.988622,8.000027,-0.139173,0,0.990268,2.249405,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,481,270,7,480,270,1,0,Centroid,-1,195.0026,anchor_probe,480,270,1,cardinal_east,1,0,1,25887245710,-1,0,0,7.988658,7.993706,-0.139173,0,0.990268,2.248418,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,481,270,7,480,270,1,0,Centroid,-1,195.0026,anchor_probe,480,270,1,cardinal_east,1,0,0,0,-1,0,0,-1,6.403068,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,479,270,7,480,270,1,3.141593,Centroid,-1,195.0026,anchor_probe,480,270,1,cardinal_west,-1,0,1,25887245710,-1,0,0,7.990256,7.995027,-0.139173,0,0.990268,2.248625,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,479,270,7,480,270,1,3.141593,Centroid,-1,195.0026,anchor_probe,480,270,1,cardinal_west,-1,0,1,25887245710,-1,0,0,7.990232,8.000023,-0.139173,0,0.990268,2.249405,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,479,270,7,480,270,1,3.141593,Centroid,-1,195.0026,anchor_probe,480,270,1,cardinal_west,-1,0,1,25887245710,-1,0,0,7.990269,7.993702,-0.139173,0,0.990268,2.248418,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,479,270,7,480,270,1,3.141593,Centroid,-1,195.0026,anchor_probe,480,270,1,cardinal_west,-1,0,0,0,-1,0,0,-1,6.403065,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,480,271,7,480,270,1,1.570796,Centroid,-1,194,anchor_probe,480,270,1,cardinal_south,0,1,1,25887245710,-1,0,0,7.989515,7.994976,-0.139173,0,0.990268,2.248616,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,480,271,7,480,270,1,1.570796,Centroid,-1,194,anchor_probe,480,270,1,cardinal_south,0,1,1,25887245710,-1,0,0,7.989448,8.000016,-0.139173,0,0.990268,2.249403,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,480,271,7,480,270,1,1.570796,Centroid,-1,194,anchor_probe,480,270,1,cardinal_south,0,1,1,25887245710,-1,0,0,7.989473,7.993704,-0.139173,0,0.990268,2.248417,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,480,271,7,480,270,1,1.570796,Centroid,-1,194,anchor_probe,480,270,1,cardinal_south,0,1,0,0,-1,0,0,-1,6.40307,0,1,0,0,1,0.003125
