x,y,neighbor_x,neighbor_y,collider_change,domain_change,hit_distance_delta,hit_normal_angle_delta,path_length_delta,boundary_event_delta,step_count_delta,ownership_flip_score,total_transport_discontinuity_score
63,26,63,27,1,0,8.788918,0.0,0.0,0,700.0,1.0,3.0
64,26,64,27,1,0,8.778555,0.0,0.0,0,700.0,1.0,3.0
65,26,65,27,1,0,8.768259,0.0,0.0,0,700.0,1.0,3.0
66,26,66,27,1,0,8.758092,0.0,0.0,0,700.0,1.0,3.0
67,26,67,27,1,0,8.748064,0.0,0.0,0,700.0,1.0,3.0
68,26,68,27,1,0,8.738095,0.0,0.0,0,700.0,1.0,3.0
69,26,69,27,1,0,8.728188,0.0,0.0,0,700.0,1.0,3.0
70,26,70,27,1,0,8.718417,0.0,0.0,0,700.0,1.0,3.0
71,26,71,27,1,0,8.708776,0.0,0.0,0,700.0,1.0,3.0
72,26,72,27,1,0,8.699197,0.0,0.0,0,700.0,1.0,3.0
73,26,73,27,1,0,8.689678,0.0,0.0,0,700.0,1.0,3.0
74,26,74,27,1,0,8.680289,0.0,0.0,0,700.0,1.0,3.0
75,26,75,27,1,0,8.671051,0.0,0.0,0,700.0,1.0,3.0
76,26,76,27,1,0,8.661858,0.0,0.0,0,700.0,1.0,3.0
77,26,77,27,1,0,8.652791,0.0,0.0,0,700.0,1.0,3.0
78,26,78,27,1,0,8.643804,0.0,0.0,0,700.0,1.0,3.0
79,26,79,27,1,0,8.63493,0.0,0.0,0,700.0,1.0,3.0
80,26,80,27,1,0,8.626132,0.0,0.0,0,700.0,1.0,3.0
81,26,81,27,1,0,8.617459,0.0,0.0,0,700.0,1.0,3.0
82,26,82,27,1,0,8.608849,0.0,0.0,0,700.0,1.0,3.0
83,26,83,27,1,0,8.600365,0.0,0.0,0,700.0,1.0,3.0
84,26,84,27,1,0,8.592013,0.0,0.0,0,700.0,1.0,3.0
85,26,85,27,1,0,8.583716,0.0,0.0,0,700.0,1.0,3.0
86,26,86,27,1,0,8.575564,0.0,0.0,0,700.0,1.0,3.0
87,26,87,27,1,0,8.56747,0.0,0.0,0,700.0,1.0,3.0
88,26,88,27,1,0,8.559502,0.0,0.0,0,700.0,1.0,3.0
89,26,89,27,1,0,8.55166,0.0,0.0,0,700.0,1.0,3.0
90,26,90,27,1,0,8.543891,0.0,0.0,0,700.0,1.0,3.0
91,26,91,27,1,0,8.536234,0.0,0.0,0,700.0,1.0,3.0
92,26,92,27,1,0,8.528718,0.0,0.0,0,700.0,1.0,3.0
93,26,93,27,1,0,8.521272,0.0,0.0,0,700.0,1.0,3.0
94,26,94,27,1,0,8.513938,0.0,0.0,0,700.0,1.0,3.0
95,26,95,27,1,0,8.506672,0.0,0.0,0,700.0,1.0,3.0
96,26,96,27,1,0,8.499535,0.0,0.0,0,700.0,1.0,3.0
97,26,97,27,1,0,8.492537,0.0,0.0,0,700.0,1.0,3.0
98,26,98,27,1,0,8.48559,0.0,0.0,0,700.0,1.0,3.0
99,26,99,27,1,0,8.478773,0.0,0.0,0,700.0,1.0,3.0
100,26,100,27,1,0,8.472073,0.0,0.0,0,700.0,1.0,3.0
101,26,101,27,1,0,8.465515,0.0,0.0,0,700.0,1.0,3.0
102,26,102,27,1,0,8.459013,0.0,0.0,0,700.0,1.0,3.0
103,26,103,27,1,0,8.452579,0.0,0.0,0,700.0,1.0,3.0
104,26,104,27,1,0,8.446335,0.0,0.0,0,700.0,1.0,3.0
105,26,105,27,1,0,8.440145,0.0,0.0,0,700.0,1.0,3.0
106,26,106,27,1,0,8.434093,0.0,0.0,0,700.0,1.0,3.0
107,26,107,27,1,0,8.428161,0.0,0.0,0,700.0,1.0,3.0
108,26,108,27,1,0,8.422301,0.0,0.0,0,700.0,1.0,3.0
109,26,109,27,1,0,8.416558,0.0,0.0,0,700.0,1.0,3.0
110,26,110,27,1,0,8.410938,0.0,0.0,0,700.0,1.0,3.0
111,26,111,27,1,0,8.405388,0.0,0.0,0,700.0,1.0,3.0
112,26,112,27,1,0,8.399967,0.0,0.0,0,700.0,1.0,3.0
113,26,113,27,1,0,8.394671,0.0,0.0,0,700.0,1.0,3.0
114,26,114,27,1,0,8.389496,0.0,0.0,0,700.0,1.0,3.0
115,26,115,27,1,0,8.384387,0.0,0.0,0,700.0,1.0,3.0
116,26,116,27,1,0,8.379462,0.0,0.0,0,700.0,1.0,3.0
117,26,117,27,1,0,8.374608,0.0,0.0,0,700.0,1.0,3.0
118,26,118,27,1,0,8.369805,0.0,0.0,0,700.0,1.0,3.0
119,26,119,27,1,0,8.365203,0.0,0.0,0,700.0,1.0,3.0
