x,y,neighbor_x,neighbor_y,collider_change,domain_change,hit_distance_delta,hit_normal_angle_delta,path_length_delta,boundary_event_delta,step_count_delta,ownership_flip_score,total_transport_discontinuity_score
160,27,160,28,1,0,9.264734,0.0,1.745166,0,0.0,1.0,2.349033
161,27,161,28,1,0,9.264734,0.0,1.745166,0,0.0,1.0,2.349033
162,27,162,28,1,0,9.264734,0.0,1.745166,0,0.0,1.0,2.349033
163,27,163,28,1,0,9.264734,0.0,1.745166,0,0.0,1.0,2.349033
156,27,156,28,1,0,9.265411,0.0,1.744489,0,0.0,1.0,2.348898
157,27,157,28,1,0,9.265411,0.0,1.744489,0,0.0,1.0,2.348898
158,27,158,28,1,0,9.265411,0.0,1.744489,0,0.0,1.0,2.348898
159,27,159,28,1,0,9.265411,0.0,1.744489,0,0.0,1.0,2.348898
164,27,164,28,1,0,9.265879,0.0,1.744021,0,0.0,1.0,2.348804
165,27,165,28,1,0,9.265879,0.0,1.744021,0,0.0,1.0,2.348804
166,27,166,28,1,0,9.265879,0.0,1.744021,0,0.0,1.0,2.348804
167,27,167,28,1,0,9.265879,0.0,1.744021,0,0.0,1.0,2.348804
152,27,152,28,1,0,9.267924,0.0,1.741976,0,0.0,1.0,2.348395
153,27,153,28,1,0,9.267924,0.0,1.741976,0,0.0,1.0,2.348395
154,27,154,28,1,0,9.267924,0.0,1.741976,0,0.0,1.0,2.348395
155,27,155,28,1,0,9.267924,0.0,1.741976,0,0.0,1.0,2.348395
168,27,168,28,1,0,9.268853,0.0,1.741047,0,0.0,1.0,2.348209
169,27,169,28,1,0,9.268853,0.0,1.741047,0,0.0,1.0,2.348209
170,27,170,28,1,0,9.268853,0.0,1.741047,0,0.0,1.0,2.348209
171,27,171,28,1,0,9.268853,0.0,1.741047,0,0.0,1.0,2.348209
148,27,148,28,1,0,9.272297,0.0,1.737603,0,0.0,1.0,2.347521
149,27,149,28,1,0,9.272297,0.0,1.737603,0,0.0,1.0,2.347521
150,27,150,28,1,0,9.272297,0.0,1.737603,0,0.0,1.0,2.347521
151,27,151,28,1,0,9.272297,0.0,1.737603,0,0.0,1.0,2.347521
172,27,172,28,1,0,9.273656,0.0,1.736244,0,0.0,1.0,2.347249
173,27,173,28,1,0,9.273656,0.0,1.736244,0,0.0,1.0,2.347249
174,27,174,28,1,0,9.273656,0.0,1.736244,0,0.0,1.0,2.347249
175,27,175,28,1,0,9.273656,0.0,1.736244,0,0.0,1.0,2.347249
144,27,144,28,1,0,9.278461,0.0,1.731439,0,0.0,1.0,2.346288
145,27,145,28,1,0,9.278461,0.0,1.731439,0,0.0,1.0,2.346288
146,27,146,28,1,0,9.278461,0.0,1.731439,0,0.0,1.0,2.346288
147,27,147,28,1,0,9.278461,0.0,1.731439,0,0.0,1.0,2.346288
176,27,176,28,1,0,9.280297,0.0,1.729603,0,0.0,1.0,2.345921
177,27,177,28,1,0,9.280297,0.0,1.729603,0,0.0,1.0,2.345921
178,27,178,28,1,0,9.280297,0.0,1.729603,0,0.0,1.0,2.345921
179,27,179,28,1,0,9.280297,0.0,1.729603,0,0.0,1.0,2.345921
140,27,140,28,1,0,9.286469,0.0,1.723431,0,0.0,1.0,2.344686
141,27,141,28,1,0,9.286469,0.0,1.723431,0,0.0,1.0,2.344686
142,27,142,28,1,0,9.286469,0.0,1.723431,0,0.0,1.0,2.344686
143,27,143,28,1,0,9.286469,0.0,1.723431,0,0.0,1.0,2.344686
180,27,180,28,1,0,9.28876,0.0,1.72114,0,0.0,1.0,2.344228
181,27,181,28,1,0,9.28876,0.0,1.72114,0,0.0,1.0,2.344228
182,27,182,28,1,0,9.28876,0.0,1.72114,0,0.0,1.0,2.344228
183,27,183,28,1,0,9.28876,0.0,1.72114,0,0.0,1.0,2.344228
136,27,136,28,1,0,9.296301,0.0,1.713599,0,0.0,1.0,2.34272
137,27,137,28,1,0,9.296301,0.0,1.713599,0,0.0,1.0,2.34272
138,27,138,28,1,0,9.296301,0.0,1.713599,0,0.0,1.0,2.34272
139,27,139,28,1,0,9.296301,0.0,1.713599,0,0.0,1.0,2.34272
184,27,184,28,1,0,9.299034,0.0,1.710866,0,0.0,1.0,2.342173
